postID,url,time,content,address,ward,district,area,price,amenities,contact
28a7b0de22b69f3249a847abc6eaeb71,https://phongtro123.com/tinh-thanh/da-nang/cho-thue-nha-tro-gia-binh-dan-khu-vuc-an-ninh-va-tien-ichd.html,2020-03-17 11:17:00,Nhà trọ mới xây . Thoáng mát . Có gác lửng rộng rải .Ở ngay măt tiền đường lớn 7.5m .Xung quanh nhiều tiện nghi. Bệnh viện ..Truòng học,"Đường Lê Văn Tâm, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Khuê Mỹ,Ngũ Hành Sơn,25.0,2000000,['Có gác'],"""0913414288"""
4bae5dd61b55a3507d6fd0cba90a933b,https://phongtro123.com/cho-thue-phong-o-ket-hop-kinh-doanh-mat-tien-399-nui-thanh-q-hai-chau-dn-pr679984.html,2025-04-22 08:26:00,"02 Phòng liền kề (có thể thông thành 01phòng), lối đi riêng
-Có Gác lững, Điều Hòa, máy nóng lạnh, WC, Tủ lạnh
-Đối diện UBND, Toà án gần Trường ĐH Đông Á-Kiến Trúc, chợ
-Phù hợp Sinh viên, vợ chồng trẻ mới khởi nghiệp
-Có thể kết hợp làm văn phòng; kinh doanh online; hoặc để xe bán hàng (sáng/tối)
-GIÁ: Từ 02-03 TRIỆU/02 Người/01 Phòng/01 Tháng
-Ưu tiên cho thuê lâu dài
Liên hệ: 0392539004/ 0911666884","399 Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Hòa Cường Bắc,Hải Châu,20.0,3000000,"['Có máy giặt', 'Có tủ lạnh', 'Có gác', 'Có chỗ để xe', 'Có máy lạnh', 'Giờ giấc tự do']","""0392539004"""
10ed5339972aa7fc5dedb9411d509e16,https://phongtro123.com/pass-phong-tro-126-thanh-vinh10-hoa-khanh-bac-q-lien-chieu-da-nang-pr679846.html,2025-04-20 12:51:00,"[PASS PHÒNG TRỌ] - 126 Thành Vinh 10, Hòa Khánh Bắc, Q. Liên Chiểu, ĐN
Địa chỉ: 126 Thành Vinh 10, Hòa Khánh Bắc, Q. Liên Chiểu, ĐN
* Giá phòng: 2.800.000đ/tháng
Cọc 1 tháng
Điện: 3.500đ/số
Nước: 50.000đ/người
Vệ sinh + máy giặt: 100.000₫
* Tình trạng phòng:
Đầy đủ đồ bếp, chỉ cần mua đồ ăn là nấu
Có chăn ga gối đệm
1 tủ trang điểm ngồi bệt, 2 dàn phơi đồ, 1 gương đứng
Có tủ lạnh, nếu cần mua lại giá 800k
Phòng rộng rãi, sạch sẽ, thoáng mát, có ban công và cửa sổ lớn
Có thể xếp phòng 24/7 từ 17/4 đến muộn nhất 22/4
Bạn nào cần thì inbox mình liền nhé!","126 Thanh Vinh 10, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Hòa Khánh Bắc,Liên Chiểu,28.0,2800000,"['Có máy giặt', 'Có tủ lạnh', 'Có kệ bếp', 'Đầy đủ nội thất', 'Có máy lạnh', 'Giờ giấc tự do', 'Không chung chủ']",
4bdf69b6a9d5af8bfda83ab32bb11bd1,https://phongtro123.com/thue-tro-800k-84-nguyen-chanh-lien-chieu-da-nang-pr650264.html,2025-04-17 11:10:00,"Địa chỉ 84 Nguyễn Chánh, Liên Chiểu, Đà Nẵng
Giá 900k/1 phòng 16m2.
Thoáng không nằm trong kiệt hẻm.
Ra vô thỏa mái không gò bó thời gian.
Liên hệ: Không - Bảy - Bảy - Bảy - Tám - Hai - Bốn - Bảy - Hai - Năm","84 Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Hòa Minh,Liên Chiểu,16.0,900000,[],"""0777824725"""
8c62968ef8f4de7325fe033aae1fe62d,https://phongtro123.com/luu-tru-sleep-box-phong-may-lanh-gia-re-950k-thang-giam-30-khi-dang-ky-som-tron-goi-a-pr679222.html,2025-04-13 01:32:00,"** LƯU TRÚ SLEEP BOX
- PHÒNG MÁY LẠNH GIÁ RẺ 950K/THÁNG** (Giảm 30% khi đăng ký sớm) TRỌN GÓI A-Z, TẤT CẢ ĐỀU CÓ!
**Vị trí:** Trung tâm Đống Đa, Hải Châu - Gần trường ĐH, quán cafe, siêu thị tiện lợi
**Giá:** 950k/tháng bao gồm:
Điện, nước, wifi tốc độ cao
Máy lạnh, máy giặt sử dụng thoải mái
Phòng sạch sẽ, nước nóng 24/7
**ƯU ĐÃI ĐẶC BIỆT:**
Giảm ngay 30% phí đầu vào cho đăng ký sớm
Hỗ trợ đóng phí linh hoạt
**YÊU CẦU:**
- Sạch sẽ, giữ gìn vệ sinh chung
- Ưu tiên sinh viên, siêng năng, thích không gian yên tĩnh
⏰ **CHỈ CÒN 1 SUẤT CUỐI** - Liên hệ ngay để xem phòng MIỄN PHÍ:
**Zalo:** 0934 943 090
**Inbox** để được tư vấn nhanh nhất
#oghepsinhvien #phongtrodongda #phongtro950k #sharephongdanang #sinhviencanthuephong
**Lưu ý:**
Hình ảnh thật 100%
Hợp đồng rõ ràng, minh bạch
Không gian thoáng mát, an ninh tốt
**NHANH TAY LÊN! ƯU ĐÃI CÓ HẠN!**","số 1 tân lập 1 Tân Lập 1, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",Thạch Thang,Hải Châu,30.0,950000,"['Có máy giặt', 'Có tủ lạnh', 'Có kệ bếp', 'Có gác', 'Internet/wifi', 'Giờ giấc tự do', 'Có thang máy', 'Có bảo vệ 24/24', 'Có chỗ để xe', 'Có máy lạnh', 'Đầy đủ nội thất', 'Có nước nóng', 'Không chung chủ']",
5188d06bcc8b780b26cfbdb4241bbbd8,https://phongtro123.com/tinh-thanh/da-nang/nha-tro-cao-cap-moi-xay-rat-dep-thoang-mat-gan-nguyen-huu-tho-va-le-dai-hanh-da-nang.html,2025-04-09 16:35:00,"Phòng trọ cao cấp mới xây, Có bếp, giường ngủ sẵn, gần trung tâm thành phố (Lê Đại Hành - Hà Tông Quyền- Nguyễn Hữu Thọ): cách chợ 100m, cách Trường: ĐH Ngoại Ngữ, Kiến Trúc, Đông Á. CĐ Bách Khoa 5phut . Phòng thoáng mát, hiện đại, đầy đủ tiện ích:.. Có Chỗ để xe ,phơi rộng rãi thoáng. Máy giặt, điều Hòa, nước nóng (lắp theo yêu cầu) ... wifi mạnh mẽ miễn phí, điện 3000 đ/kw, nước 40k/ người lớn, cửa ra vào bằng gỗ đẹp, khóa chắc chắn, camera an ninh từng tầng, lối đi riêng không chung chủ.... giao thông thuận tiện ( K168/5 Hà Tông Quyền Đà Nẵng).
Giá cả hợp lý từ 2.0- 2.50 tr/ phòng / tháng
Diện tích phòng : từ :20->27m2 Giảm giá 5% cho khách đóng tiền 3 tháng/1 lần.
Liên hệ : 0905313100. Ưu tiên người đi làm và sinh viên nữ.","168-05 Đường Hà Tông Quyền, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Khuê Trung,Cẩm Lệ,27.0,2500000,"['Có máy giặt', 'Có máy lạnh', 'Có nước nóng', 'Có kệ bếp', 'Internet/wifi', 'Không chung chủ', 'Có chỗ để xe']","""0905313100"""
89d1dfc8ef2893a395f44d9127a2576e,https://phongtro123.com/phong-tro-full-noi-that-trung-tam-quan-hai-chau-pr678653.html,2025-04-05 19:41:00,"CHO THUÊ PHÒNG FULL NỘI THẤT , KHU TRUNG TÂM QUẬN HẢI CHÂU , GẦN CHỢ (20m). VÀ CÁC TRƯỜNG ĐẠI HỌC (500 m-1 km).
Địa chỉ: 47 Hòang Diệu, Hải Châu, Đà Nẵng. Nhà mặt tiền 8m xe oto đậu trước nhà.
Thông tin liên hệ: 0988331119.
+ Phòng có Diện tích từ 25m2: Giá từ 4tr/ phòng.
+ Phòng thoáng mát, có cửa sổ, lấy được gió và khí trời tự nhiên
+ Đầy đủ trang thiết bị: giường, nệm, tủ, bàn ghế, tủ lạnh lớn, bếp điện, điều hòa, nóng lạnh …
+ Free Wifi
+ Camera quan sát 24/24
+ Hệ thống PCCC đạt chuẩn, có báo cháy từng phòng
+ Nhà để xe rộng rãi
+ Giặt và sân phơi trong nhà thoải mái
+ Không chung chủ, giờ giấc ra vào tự do
+ Khu dân cư cực kỳ an toàn, yên tĩnh.
+ Thanh toán hằng tháng, có đặt cọc trước 1 tháng.
+ Điện: 4.000/kwh. Nước: 60.000/người","47 Hòang Diệu, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",Phước Ninh,Hải Châu,25.0,4000000,"['Có máy giặt', 'Có tủ lạnh', 'Có kệ bếp', 'Internet/wifi', 'Giờ giấc tự do', 'Có chỗ để xe', 'Có bảo vệ 24/24', 'Có máy lạnh', 'Đầy đủ nội thất', 'Không chung chủ']","""0988331119"""
519e22a7f6ad30640b75fd9bac9941ff,https://phongtro123.com/ky-tuc-xa-thu-nho-gan-dai-hoc-kien-truc-dong-a-ngoai-ngu-gan-cho-dau-mo-1-5-trieu-nguoi-baotron-pr662760.html,2025-04-05 15:46:00,"Vị trí : 89 Hồ Nguyên Trừng, Hòa Cường Nam, Hải Châu, Đà Nẵng. .
Trọn gói tất tần tật chỉ cần xách balo vào ở.
️‍ Tiện nghi :
Phòng sạch sẽ, thoáng mát. Giường mới, ga cực sang, cực êm, cực xịn. Giá 1.5 triệu/người bao tiền nước, bếp nấu, tủ lạnh, máy giặt và wifi.
Điều hòa công suất lớn, trang bị đầy đủ ổ cắm, đèn, tủ cho từng giường.
Nhà vệ sinh sạch sẽ, khép kín, trang thiết bị hiện đại, không gian bếp rộng rãi thoáng mát.
Mạng WIFI cực xịn xò cho từng tầng
An ninh: trang bị HT camere quanh nhà, hoạt động 24/24, đảm bảo an ninh tốt nhất.
Trang bị đầy đủ máy giặt, máy sấy.
Giờ giấc tự do.
️‍ Tiện lợi :
Chỉ 10 phút đi xe đến Trường Đại Học Kinh Tế, Đại Học Duy Tân, Đại Học Y Dược Đà Nẵng. Đi bộ đến ĐH Kiến Trúc, Đông Á, gần ngay chợ Đầu Mối.
----------------
LH xem phòng: 0985.944449 (Ms Oanh)","Hồ Nguyên Trừng, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Hòa Cường Nam,Hải Châu,50.0,1550000,"['Có máy giặt', 'Có tủ lạnh', 'Có kệ bếp', 'Internet/wifi', 'Có bảo vệ 24/24', 'Có máy lạnh', 'Giờ giấc tự do', 'Không chung chủ']",
341ddd6825ba4e28bf4ee8a33f46ad2a,https://phongtro123.com/nha-tro-moi-sach-se-an-ninh-gan-cong-an-sieu-thi-mini-khu-dan-cu-dong-duc-pr678640.html,2025-04-05 15:28:00,"Địa chỉ: 30/2 Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng
Nhà mới xây rộng rãi thoáng mát , an ninh , chủ nhà xát bên
Giờ giấc tự do , có camera , wifi miễn phí
Giá 2tr4","30/2 Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Hòa Khánh Nam,Liên Chiểu,35.0,2400000,"['Có máy lạnh', 'Giờ giấc tự do', 'Có kệ bếp', 'Có gác', 'Internet/wifi', 'Không chung chủ', 'Có bảo vệ 24/24']",
c38608d0aa7bfeccbf2f6f807033d6d8,https://phongtro123.com/cho-thue-phong-tro-147-nguyen-quyen-gan-ben-xe-da-nang-cac-truong-dai-hoc-su-pham-bach-khoa-fpt-pr678633.html,2025-04-05 14:05:00,"CHO THUÊ PHÒNG TRỌ NGAY GẦN BẾN XE, GẦN 3 TRƯỜNG ĐẠI HỌC - GÁC LỬNG, RỘNG RÃI THOÁNG MÁT:
- Phòng mặt tiền Nguyễn Quyền đường 5.5m, vỉa hè 3m. Có gác lửng, diện tích 20m2. Giá 2.2 triệu/tháng.
- Phòng bên trong, có gác lửng, diện tích 15m2. Giá 1.8 triệu/tháng.
- Vị trí đẹp gần bến xe Đà Nẵng, 3 trường Đại học Sư phạm, Bách Khoa, FPT, Đại học Duy Tân.
LH em Oanh 0985944449","147 Nguyễn Quyền, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Hòa An,Cẩm Lệ,15.0,1800000,"['Giờ giấc tự do', 'Có kệ bếp', 'Có gác', 'Không chung chủ']","""0985944449"""
8b740af1e4a8d202b2d4023393b9be9f,https://phongtro123.com/cho-thue-phong-khu-trung-tam-quan-hai-chau-tp-da-nang-pr677944.html,2025-03-27 20:31:00,"CHO THUÊ PHÒNG , KHU TRUNG TÂM QUẬN HẢI CHÂU , GẦN CHỢ (100m). VÀ CÁC TRƯỜNG ĐẠI HỌC (1—>2km).
Địa chỉ: 27/4 Tạ Hiện, Hải Châu, Đà Nẵng (Bên cạnh Chợ Hòa Cường - Lê Thanh Nghị). Nhà đầu kiệt 4m xe oto đậu trước nhà.
Thông tin liên hệ: 0905170517.
+ Phòng có Diện tích từ 25m2: Giá 2.8tr/phòng.
+ Phòng thoáng mát, có cửa sổ lớn, lấy được gió và khí trời tự nhiên
+ Có gác lững
+ Free Wifi
+ Camera quan sát 24/24
+ Hệ thống PCCC đạt chuẩn, có báo cháy từng phòng
+ Nhà để xe rộng
+ Máy nước nóng lạnh
+ Có điều hòa
+ Bàn bếp , bồn rửa chén.
+ Đi đường riêng, không chung chủ
+ Khu vực gần chợ. Khu dân cư cực kỳ an toàn, yên tĩnh.
+ Thanh toán hằng tháng, có đặt cọc trước 1 tháng.
+ Điện: 3.500/kwh. Nước: 50.000/người","27//4 Tạ Hiện, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Hòa Cường Bắc,Hải Châu,20.0,2800000,"['Có kệ bếp', 'Có gác', 'Internet/wifi', 'Có chỗ để xe', 'Có máy lạnh', 'Giờ giấc tự do', 'Không chung chủ']","""0905170517"""
21b43696198c107b89b404d24bed1e35,https://phongtro123.com/cho-thue-phong-tu-15m2-den-45m2-chi-tu-2-5-trieu-den-5-trieu-gan-cho-dau-moi-3-truong-dai-hoc-pr660896.html,2025-03-27 11:02:00,"Cần cho thuê phòng rộng, đẹp thoáng mát, đầy đủ tiện nghi đường 7.5m Hồ Nguyên Trừng.
1. Khu vực: gần chợ đầu mối, trường Đại Học kiến trúc , Đông Á, Duy Tân, Ngoại ngữ, trường THCS Nguyễn Khuyến, gần đường Lê Thanh Nghị, Xô Viết Nghệ Tĩnh , Phan Đăng Lưu, Núi Thành Đà Nẵng , giờ giấc tự do, sân để xe rộng rãi, ô tô đậu đỗ ngày đêm.
2. Giá phòng cho thuê:
- Giá phòng loại 1: diện tích 45m2 giá 5 triệu/tháng có cửa sổ lớn có ban công rộng TẤT CẢ FULL NỘI THẤT CAO CẤP, TIỆN NGHI +WC riêng + Kệ bếp riêng.
- Giá phòng loại 2: diện tích 30m2 giá 4,5 triệu/tháng có cửa sổ lớn+ Giếng trời + ban công TẤT CẢ FULL NỘI THẤT CAO CẤP, TIỆN NGHI +WC riêng +Kệ bếp riêng.
- Giá phòng loại 3: diện tích 25m² giá 4triệu/tháng có cửa sổ lớn+ Giếng trời TẤT CẢ FULL NỘI THẤT CAO CẤP, TIỆN NGHI +WC riêng + Kệ bếp riêng.
- Giá phòng loại 4: diện tích 15m2 giá 2.8 triệu/tháng có cửa sổ lớn+ Giếng trời + TẤT CẢ FULL NỘI THẤT CAO CẤP, TIỆN NGHI +WC riêng + Kệ bếp riêng.
Là nơi nghỉ ngơi sau một ngày làm việc mệt mỏi. Phòng có hạn ưu tiên nhân viên văn phòng, chuyên gia nước ngoài, cặp vợ chồng trẻ hiếm muộn, Hợp đồng lâu dài.
Rất vui được chào đón các bạn!","Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Hòa Cường Nam,Hải Châu,30.0,4500000,"['Có máy giặt', 'Có tủ lạnh', 'Có kệ bếp', 'Giờ giấc tự do', 'Có bảo vệ 24/24', 'Có chỗ để xe', 'Có máy lạnh', 'Đầy đủ nội thất', 'Không chung chủ', 'WC riêng']",
0fac1cfbffc8eac51b7b4e3ea051027c,https://phongtro123.com/phong-dieu-hoa-nuoc-nong-nem-bep-wifi-pr673871.html,2025-03-18 13:52:00,"Cho thuê phòng trọ tại kiệt ô tô Nguyễn Đình Tứ - Hòa An – Cẩm Lệ:
- 2 loại phòng từ 15-21 m2
- Hệ thống PCCC an toàn, thang thoát hiểm trước nhà
- Ngay công viên vui chơi giải trí đường Bắc Sơn
- Phòng có gác lửng, có điều hòa, có bếp từ và có máy nóng lạnh bằng năng lượng mặt trời.
- Đồ Tolet xịn, rộng rãi, bố trí vòi sen cao 2,3m tắm thoải mái
- Nhà để xe riêng rộng 40m2, đường luồn 1,4 m, 4 mặt thoáng mát tiện nghi
- Tầng 2 đỗ bê tông và lợp thêm tôn chống nóng kèm điều hòa bao mát
- Điện tích theo số công tơ, nước tính theo người, camera an ninh
Lưu ý nhỏ: Chỉ ưu tiên các bạn sinh viên hoặc Anh/Chị độc thân đang đi làm, có thể ở ghép. Ai có thiện chí thuê xin vui lòng liên hệ SĐT ***
Trân trọng cảm ơn!","43/36 Nguyễn Đình Tứ, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Hòa An,Cẩm Lệ,21.0,2300000,"['Có kệ bếp', 'Có gác', 'Có máy lạnh', 'Có chỗ để xe']",
